김선빈 (Sun-Bin Kim),10008,올시즌,2024,KIA,34,2B,1.49,0.12,58,227,224,195,26,60,7,0,5,82,26,3,0,25,4,0,21,9,2,0,0.308,0.397,0.421,0.818,0.023,115.1,1.61
최승민 (Seung-Min Choi),14187,올시즌,2024,LG,27,LF,-0.19,0.18,29,6,6,6,9,1,0,0,0,1,0,8,6,0,0,0,1,0,0,0,0.167,0.167,0.167,0.334,-0.178,-36.8,-0.01
박준형 (Jun-Hyeong Park),14211,올시즌,2024,키움,24,C,-0.13,-0.14,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.000,0.000,0.000,0.000,-0.314,-140.6,-0.27
김주형 (Joo-Hyeong Kim),14214,올시즌,2024,키움,27,SS,0.05,0.17,10,6,6,4,0,1,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0.250,0.500,0.250,0.750,0.044,131.2,0.22
서호철 (Ho-Cheol Seo),14220,올시즌,2024,NC,27,3B,1.26,-0.48,61,256,255,222,26,68,7,0,3,84,30,1,2,21,10,0,47,10,1,2,0.306,0.388,0.378,0.766,0.015,109.4,0.78
최정원 (Jeong-Won Choi),14221,올시즌,2024,NC,23,2B,0.20,0.01,37,85,84,68,16,18,2,0,0,20,8,4,3,12,3,0,19,1,1,1,0.265,0.393,0.294,0.687,-0.015,87.0,0.21
박주홍 (Ju-Hong Park),14580,올시즌,2024,키움,22,LF,-0.12,0.00,2,6,6,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000,0.167,0.000,0.167,-0.202,-55.4,-0.12
류효승 (Hyo-Seung Ryu),14586,올시즌,2024,SSG,27,DH,-0.06,0.01,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-0.314,-140.8,-0.06
최지훈 (Ji-Hoon Choi),14587,올시즌,2024,SSG,26,CF,1.27,0.25,62,286,284,250,45,67,9,4,3,93,22,20,2,32,1,0,43,5,2,1,0.268,0.352,0.372,0.724,-0.005,94.0,1.53
손호영 (Ho-Young Son),14590,올시즌,2024,롯데,29,3B,1.35,-0.26,34,127,126,119,20,39,9,2,5,67,24,6,4,4,3,0,24,2,1,0,0.328,0.365,0.563,0.928,0.062,144.7,1.09
이주형 (Ju-Hyeong Lee),14591,올시즌,2024,키움,22,DH,0.98,0.17,32,145,144,129,24,39,7,1,3,57,16,0,0,14,2,1,33,1,0,0,0.302,0.379,0.442,0.821,0.023,115.5,1.15
천성호 (Seong-Ho Cheon),14606,올시즌,2024,KT,26,2B,0.89,-0.80,59,228,227,209,38,62,8,3,1,79,17,7,0,16,1,0,37,5,1,1,0.297,0.348,0.378,0.726,-0.005,94.0,0.08
박민 (Min Park ),14611,올시즌,2024,KIA,22,SS,0.05,0.05,7,13,13,13,2,4,2,0,0,6,1,0,0,0,0,0,4,0,0,0,0.308,0.308,0.462,0.770,-0.009,91.1,0.10
홍종표 (Jong-Pyo Hong),14612,올시즌,2024,KIA,23,SS,0.34,-0.24,32,52,51,45,9,15,3,1,0,20,5,1,2,5,1,0,14,0,1,0,0.333,0.412,0.444,0.856,0.036,124.5,0.10
김지찬 (Ji-Chan Kim),14618,올시즌,2024,삼성,22,CF,1.38,0.29,62,249,244,211,39,62,9,0,1,74,15,19,1,26,6,0,15,3,5,1,0.294,0.385,0.351,0.736,0.000,98.1,1.67
황성빈 (Seong-Bin Hwang),14642,올시즌,2024,롯데,26,LF,1.58,0.11,45,117,116,103,36,35,0,3,4,53,10,22,1,13,0,0,16,1,1,0,0.340,0.414,0.515,0.929,0.059,142.5,1.69
박영빈 (Young-Bin Park),14661,올시즌,2024,NC,26,LF,0.05,0.02,6,3,3,3,1,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,0.333,0.333,0.667,1.000,0.058,141.7,0.07
김태우 (Tae-Woo Kim),14675,올시즌,2024,LG,26,2B,-0.09,-0.08,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,-0.309,-136.7,-0.17
전의산 (Ui-San Jeon),14699,올시즌,2024,SSG,23,1B,-0.49,-0.26,16,35,35,32,1,3,0,0,1,6,2,0,0,3,0,0,9,1,0,0,0.094,0.171,0.188,0.359,-0.176,-36.0,-0.75
임종찬 (Jong-Chan Lim),14706,올시즌,2024,한화,22,CF,-0.17,-0.11,21,60,60,54,8,8,3,2,0,15,7,0,1,5,1,0,17,2,0,0,0.148,0.233,0.278,0.511,-0.078,38.8,-0.28
최인호 (In-Ho Choi),14707,올시즌,2024,한화,23,LF,0.93,0.51,59,188,184,160,27,41,10,2,1,58,15,2,0,20,2,0,28,1,4,2,0.256,0.342,0.363,0.705,0.010,105.2,1.44
김한별 (Han-Byul Kim),14716,올시즌,2024,NC,22,SS,0.21,-0.16,18,31,31,27,6,10,1,0,0,11,2,0,0,1,3,0,7,0,0,0,0.370,0.452,0.407,0.859,0.043,130.5,0.05
김주원 (Ju-Won Kim),14765,올시즌,2024,NC,21,SS,0.17,1.85,61,215,209,175,25,35,6,1,4,55,22,8,1,23,10,0,56,1,6,1,0.200,0.325,0.314,0.639,-0.037,71.1,2.02
김건형 (Geon-Hyeong Kim),14779,올시즌,2024,KT,27,RF,-0.11,-0.02,9,22,22,21,1,3,1,0,0,4,1,0,0,1,0,0,8,0,0,0,0.143,0.182,0.190,0.372,-0.082,35.4,-0.13
김휘집 (Whee-Jip Kim),14785,올시즌,2024,NC,21,SS,0.00,0.20,60,227,224,200,28,45,9,1,6,74,27,0,0,19,3,1,55,10,2,3,0.225,0.298,0.370,0.668,-0.034,72.2,0.20
손성빈 (Seong-Bin Son),14796,올시즌,2024,롯데,21,C,0.14,0.16,18,31,31,27,7,5,0,1,2,13,4,0,0,4,0,0,7,1,0,0,0.185,0.290,0.481,0.771,-0.005,94.2,0.30
나승엽 (Seung-Yeop Na),14797,올시즌,2024,롯데,21,1B,0.69,0.00,37,138,138,121,17,36,8,3,1,53,12,0,0,15,0,0,33,0,0,2,0.298,0.370,0.438,0.808,0.011,106.3,0.69
조형우 (Hyeong-Woo Cho),14806,올시즌,2024,SSG,21,C,-0.03,-0.18,14,33,33,28,4,7,0,0,0,7,4,0,0,1,4,0,4,0,0,0,0.250,0.364,0.250,0.614,-0.041,66.9,-0.21
고명준 (Myeong-Jun Ko),14807,올시즌,2024,SSG,21,1B,0.15,0.29,59,209,209,196,19,51,8,0,6,77,28,1,4,12,1,0,52,3,0,0,0.260,0.306,0.393,0.699,-0.025,79.0,0.44
이주찬 (Ju-Chan Lee),14819,올시즌,2024,롯데,25,3B,0.07,-0.45,14,24,24,23,6,4,1,0,1,8,2,0,0,1,0,0,9,1,0,0,0.174,0.208,0.348,0.556,-0.020,82.5,-0.37
김시앙 (Si-Ang Kim),14851,올시즌,2024,키움,22,C,-0.11,0.06,6,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,-0.210,-61.7,-0.05
김동진 (Dong-Jin Kim),14863,올시즌,2024,삼성,27,2B,-0.27,0.13,13,16,15,14,2,1,0,0,0,1,0,0,0,1,0,0,5,0,1,0,0.071,0.133,0.071,0.204,-0.223,-60.5,-0.14
김현준 (Hyun-Jun Kim),14867,올시즌,2024,삼성,21,RF,-0.74,0.40,32,89,88,78,9,12,6,1,0,20,6,0,0,6,2,0,25,4,1,2,0.154,0.227,0.256,0.483,-0.111,14.7,-0.34
추신수 (Shin-Soo Choo),14888,올시즌,2024,SSG,41,DH,0.22,-0.07,21,82,81,61,11,15,2,0,1,20,8,4,1,14,3,0,20,0,1,3,0.246,0.395,0.328,0.723,-0.012,89.2,0.15
소크라테스 (Sócrates Orel Brito),14996,올시즌,2024,KIA,31,LF,1.17,-1.37,63,262,261,245,32,67,10,1,12,115,42,4,0,13,2,2,41,4,0,2,0.273,0.313,0.469,0.782,0.007,102.9,-0.20
라모스 (Henry Ramos),15000,올시즌,2024,두산,31,RF,2.27,-0.54,53,230,229,205,29,66,14,3,7,107,41,2,1,17,1,0,33,2,1,6,0.322,0.367,0.522,0.889,0.061,143.8,1.73
이재현 (Jae-Hyeon Lee),15034,올시즌,2024,삼성,20,SS,0.75,0.17,35,145,144,129,24,39,9,0,4,60,20,1,0,15,0,1,27,1,0,1,0.302,0.372,0.465,0.837,0.011,106.5,0.92
김영웅 (Yeong-Woong Kim),15035,올시즌,2024,삼성,20,SS,1.51,1.08,62,261,260,224,33,61,9,1,13,111,36,6,1,32,2,0,77,2,1,2,0.272,0.365,0.496,0.861,0.014,108.9,2.58
김재혁 (Jae-Hyeok Kim),15036,올시즌,2024,삼성,24,1B,-0.17,0.21,21,44,44,40,5,7,2,1,0,11,6,2,2,2,0,0,15,2,0,2,0.175,0.205,0.275,0.480,-0.093,27.5,0.05
윤동희 (Dong-Hee Yoon),15048,올시즌,2024,롯데,20,CF,1.10,-0.11,57,242,241,216,47,65,17,1,2,90,23,4,2,22,1,0,40,3,1,2,0.301,0.365,0.417,0.782,0.005,101.9,1.00
김도영 (Do-Yeong Kim),15056,올시즌,2024,KIA,20,3B,3.51,0.48,61,272,270,246,55,85,9,3,16,148,41,21,2,18,3,1,50,1,1,4,0.346,0.391,0.602,0.993,0.073,153.1,4.00
최원영 (Won-Young Choi ),15084,올시즌,2024,LG,20,LF,-0.02,0.08,21,10,10,9,3,3,0,0,0,3,2,4,3,0,1,0,1,0,0,0,0.333,0.400,0.333,0.733,0.001,98.5,0.06
안현민 (Hyeon-Min Ahn),15092,올시즌,2024,KT,20,LF,-0.06,0.01,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,-0.324,-148.0,-0.05
김병준 (Byeong-Jun Kim),15097,올시즌,2024,KT,20,CF,0.14,0.11,25,13,13,11,7,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0.273,0.385,0.273,0.658,0.033,123.3,0.25
박수종 (Soo-Jong Park),15132,올시즌,2024,키움,24,CF,-0.46,-0.28,26,61,60,54,7,10,0,0,0,10,3,0,0,5,1,0,5,1,1,0,0.185,0.267,0.185,0.452,-0.099,24.1,-0.75
이상혁 (Sang-Hyeok Lee),15139,올시즌,2024,한화,22,RF,-0.01,0.04,6,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-0.328,-151.0,0.03
김민석 (Min-Suk Kim),15253,올시즌,2024,롯데,19,LF,-0.14,-0.19,25,74,73,68,7,15,3,1,0,20,6,2,1,2,3,0,17,4,1,0,0.221,0.274,0.294,0.568,-0.061,52.1,-0.34
문현빈 (Hyun-Bin Moon),15422,올시즌,2024,한화,19,2B,-0.16,-0.71,50,162,161,147,20,36,5,1,4,55,20,1,4,13,0,0,34,7,1,1,0.245,0.304,0.374,0.678,-0.047,62.9,-0.87
정대선 (Dae-Seon Jung),15443,올시즌,2024,롯데,19,2B,-0.07,0.10,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,-0.316,-142.0,0.03
박한결 (Han-Gyeol Park ),15451,올시즌,2024,NC,19,LF,0.29,-0.11,7,22,22,20,5,5,1,0,4,18,4,0,0,2,0,0,5,0,0,0,0.250,0.318,0.900,1.218,0.114,184.9,0.18
김건희 (Geon-Hee Kim),15472,올시즌,2024,키움,19,C,0.48,0.04,13,41,41,35,4,14,1,0,1,18,6,0,0,5,0,0,8,2,0,1,0.400,0.463,0.514,0.977,0.077,156.8,0.52
김동헌 (Dong-Heon Kim),15473,올시즌,2024,키움,19,C,0.01,-0.14,2,7,7,5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.200,0.429,0.200,0.629,-0.003,95.6,-0.13
이승원 (Seung-Won Lee),15476,올시즌,2024,키움,19,SS,-0.12,-0.01,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.000,0.000,0.000,0.000,-0.322,-97.2,-0.12
박성빈 (Sung-Bin Park),15479,올시즌,2024,키움,19,C,-0.12,0.06,6,9,9,8,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.125,0.222,0.125,0.347,-0.155,-19.4,-0.06
김범석 (Beom-Seok Kim),15484,올시즌,2024,LG,19,DH,0.49,-0.10,34,109,108,98,11,28,2,0,5,45,19,0,0,10,1,2,29,1,0,0,0.286,0.358,0.459,0.817,0.008,103.7,0.39
김재상 (Jae-Sang Kim),15499,올시즌,2024,삼성,19,2B,-0.20,0.28,35,91,90,84,13,20,4,0,2,30,12,4,0,5,0,0,23,0,1,1,0.238,0.278,0.357,0.635,-0.074,42.8,0.09
류승민 (Seung-Min Ryu),15503,올시즌,2024,삼성,19,RF,0.03,0.09,5,3,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.000,0.667,0.000,0.667,0.132,198.0,0.12
윤준호 (Jun-Ho Yoon),15512,올시즌,2024,두산,23,C,-0.02,-0.08,3,4,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.250,0.250,0.250,0.500,-0.112,13.0,-0.10
정준영 (Jun-Young Jung),15519,올시즌,2024,KT,19,RF,0.00,-0.22,12,20,19,16,3,3,0,0,0,3,0,0,0,3,0,0,5,0,1,0,0.188,0.316,0.188,0.504,-0.035,72.5,-0.22
에레디아 (Guillermo Heredia Molina),15530,올시즌,2024,SSG,32,LF,2.62,-0.28,59,252,249,227,37,86,12,0,8,122,46,3,3,14,7,3,29,5,0,4,0.379,0.425,0.537,0.962,0.066,147.4,2.34
오스틴 (Austin James Dean),15532,올시즌,2024,LG,30,1B,3.00,-0.80,64,278,276,232,40,71,13,1,13,125,52,8,2,34,3,3,43,3,0,9,0.306,0.388,0.539,0.927,0.073,153.4,2.20
서동욱 (Dong-Wook Seo),15624,올시즌,2024,롯데,23,C,-0.02,0.01,5,6,6,5,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.200,0.333,0.200,0.533,-0.074,41.7,-0.01
김동혁 (Kim Donghyeok),15645,올시즌,2024,롯데,23,CF,-0.01,-0.08,11,6,6,6,1,2,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0.333,0.333,0.333,0.666,-0.048,61.8,-0.09
도슨 (Ronnie Dawson),15652,올시즌,2024,키움,28,LF,3.22,-0.14,57,256,256,232,41,85,21,2,8,134,33,2,2,21,2,0,35,5,0,1,0.366,0.422,0.578,1.000,0.085,162.8,3.09
맥키넌 (David MacKinnon),15862,올시즌,2024,삼성,29,1B,1.28,-0.03,58,261,259,226,26,68,9,0,4,89,25,1,0,33,1,3,25,6,0,1,0.301,0.391,0.394,0.785,0.011,106.7,1.24
김호진 (HO-JIN KIM),15868,올시즌,2024,삼성,18,3B,-0.28,0.20,15,26,26,23,1,2,0,0,0,2,3,0,0,1,1,0,9,1,0,1,0.087,0.154,0.087,0.241,-0.166,-28.1,-0.07
김현종 (Hyun-jong Kim),16013,올시즌,2024,LG,19,CF,0.13,0.07,15,13,13,12,8,3,1,0,0,4,2,0,0,0,1,0,3,0,0,0,0.250,0.308,0.333,0.641,0.030,121.1,0.21
박지환 (Ji-hwan Park),16038,올시즌,2024,SSG,18,2B,0.06,0.15,11,30,30,26,6,8,0,0,0,8,3,1,1,3,1,0,6,0,0,0,0.308,0.400,0.308,0.708,-0.011,89.7,0.21
정준재 (Jun-jae Jung),16042,올시즌,2024,SSG,20,2B,-0.07,0.40,18,43,42,40,7,9,2,1,0,13,3,2,1,2,0,0,13,1,1,0,0.225,0.262,0.325,0.587,-0.073,43.9,0.33
정현승 (Hyun-seung Jung),16043,올시즌,2024,SSG,22,RF,-0.13,0.02,5,10,10,9,0,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0.222,0.300,0.222,0.522,-0.078,38.7,-0.10
김세훈 (Se-hun Kim),16058,올시즌,2024,NC,18,SS,-0.09,-0.03,6,5,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.000,0.200,0.000,0.200,-0.186,-43.6,-0.12
데이비슨 (Matthew Glen Davidson),16066,올시즌,2024,NC,32,1B,2.10,-0.72,55,242,242,209,39,61,10,0,17,122,44,0,1,20,10,2,62,4,0,3,0.292,0.376,0.584,0.960,0.058,141.8,1.38
전다민 (Da-min Jeon),16072,올시즌,2024,두산,22,CF,-0.03,0.00,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-0.328,-151.0,-0.03
강성우 (Sung-woo Kang),16093,올시즌,2024,롯데,18,DH,0.04,0.00,1,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,0.497,287.7,0.04
백두산 (Du-San Baek),16101,올시즌,2024,롯데,22,C,-0.03,0.01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,-0.316,-142.0,-0.02
레이예스 (Víctor José Reyes),16106,올시즌,2024,롯데,29,RF,2.21,-0.36,60,262,262,237,32,79,14,2,6,115,52,4,0,17,1,0,34,6,0,7,0.333,0.370,0.485,0.855,0.042,129.7,1.85
황영묵 (Young-mook Hwang),16110,올시즌,2024,한화,24,SS,0.61,0.27,45,140,140,131,22,41,5,1,1,51,17,2,1,7,2,0,18,3,0,0,0.313,0.357,0.389,0.746,0.000,98.1,0.88
페라자 (Yonathan Jesús Perlaza),16121,올시즌,2024,한화,25,RF,2.79,-0.60,56,248,246,215,41,68,16,0,15,129,42,5,4,30,1,3,61,4,0,2,0.316,0.399,0.600,0.999,0.083,160.3,2.19
이재상 (Jae-sang Lee),16124,올시즌,2024,키움,18,SS,-0.43,-0.45,19,50,50,48,6,10,1,0,1,14,4,0,0,0,2,0,19,0,0,0,0.208,0.240,0.292,0.532,-0.113,12.6,-0.88
고영우 (Young-woo Ko),16128,올시즌,2024,키움,22,3B,0.40,-0.43,40,128,127,114,10,35,4,0,0,39,13,0,0,13,0,0,31,0,1,0,0.307,0.378,0.342,0.720,-0.007,92.7,-0.03
송지후 (Ji-hoo Song),16130,올시즌,2024,키움,18,2B,0.04,0.00,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.527,498.2,0.04
원성준 (Seong-jun Won),16136,올시즌,2024,키움,23,SS,0.27,-0.17,3,12,12,10,3,4,2,0,1,9,5,0,0,1,0,0,2,0,0,1,0.400,0.417,0.900,1.317,0.171,227.9,0.10
